Just happened a terrible car crash , A
Our Deeds are the Reason of this #earthquake May ALLAH Forgive us all , NA
"Heard about #earthquake is different cities, stay safe everyone. ", NA
"there is a forest fire at spot pond, geese are fleeing across the street, I cannot save them all ", A
Forest fire near La Ronge Sask. Canada , A
All residents asked to 'shelter in place' are being notified by officers. No other evacuation or shelter in place orders are expected , A
"13,000 people receive #wildfires evacuation orders in California  ", A
Just got sent this photo from Ruby #Alaska as smoke from #wildfires pours into a school  , A
#RockyFire Update => California Hwy. 20 closed in both directions due to Lake County fire - #CAfire #wildfires , A
Apocalypse lighting. #Spokane #wildfires , NA
"#flood #disaster Heavy rain causes flash flooding of streets in Manitou, Colorado Springs areas ", A
Typhoon Soudelor kills 28 in China and Taiwan , NA
We're shaking...It's an earthquake , A
I'm on top of the hill and I can see a fire in the woods... , A
There's an emergency evacuation happening now in the building across the street , A
I'm afraid that the tornado is coming to our area... , A
Three people died from the heat wave so far , NA
Haha South Tampa is getting flooded hah- WAIT A SECOND I LIVE IN SOUTH TAMPA WHAT AM I GONNA DO WHAT AM I GONNA DO FVCK #flooding , A
#raining #flooding #Florida #TampaBay #Tampa 18 or 19 days. I've lost count  , NA
#Flood in Bago Myanmar #We arrived Bago , NA
Damage to school bus on 80 in multi car crash #BREAKING  , A
Birmingham Wholesale Market is ablaze BBC News - Fire breaks out at Birmingham's Wholesale Market http://t.co/irWqCEZWEU , A
@bbcmtd Wholesale Markets ablaze http://t.co/lHYXEOHY6C , A
#AFRICANBAZE: Breaking news:Nigeria flag set ablaze in Aba. http://t.co/2nndBGwyEi , NA
INEC Office in Abia Set Ablaze - http://t.co/3ImaomknnA , A
Barbados #Bridgetown JAMAICA ‰ÛÒ Two cars set ablaze: SANTA CRUZ ‰ÛÓ Head of the St Elizabeth Police Superintende...  http://t.co/wDUEaj8Q4J , A
How the West was burned: Thousands of wildfires ablaze in California alone http://t.co/vl5TBR3wbr , NA
Deputies: Man shot before Brighton home set ablaze http://t.co/gWNRhMSO8k , NA
Man wife get six years jail for setting ablaze niece http://t.co/eV1ahOUCZA , NA
Rape victim dies as she sets herself ablaze: A 16-year-old girl died of burn injuries as she set herself ablaze‰Û_ http://t.co/UK8hNrbOob , NA
Police: Arsonist Deliberately Set Black Church In North CarolinaåÊAblaze http://t.co/pcXarbH9An , NA
#Kurds trampling on Turkmen flag later set it ablaze while others vandalized offices of Turkmen Front in #Diyala http://t.co/4IzFdYC3cg , NA
TRUCK ABLAZE : R21. VOORTREKKER AVE. OUTSIDE OR TAMBO INTL. CARGO SECTION. http://t.co/8kscqKfKkF , NA
How the West was burned: Thousands of wildfires ablaze in #California alone http://t.co/iCSjGZ9tE1 #climate #energy http://t.co/9FxmN0l0Bd , NA
@Navista7 Steve these fires out here are something else! California is a tinderbox - and this clown was setting my 'hood ablaze @News24680 , NA
@nxwestmidlands huge fire at Wholesale markets ablaze http://t.co/rwzbFVNXER , A
Accident on I-24 W #NashvilleTraffic. Traffic moving 8m slower than usual. https://t.co/0GHk693EgJ , NA
Accident center lane blocked in #SantaClara on US-101 NB before Great America Pkwy #BayArea #Traffic http://t.co/pmlOhZuRWR , A
